Identifiant de l'élément,Nom base français,Nom base anglais,Nom attribut français,Nom attribut anglais,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Unité français,Unité anglais,Source,Date de création,Date de modification,Période de validité,Incertitude,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Total poste non décomposé
41456,Boeuf,Beef,queue,oxtail,bouillie/cuite à l'eau,boiled/cooked in water,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes cuites","Agribalyse,Boeuf,viandes cuites","Agribalyse,Beef,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Cuisson à l'eau,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Cuisson à l'eau,35.6
41457,Boeuf,Beef,rosbif,roast beef,rôti/cuit au four,roasted/baked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes cuites","Agribalyse,Boeuf,viandes cuites","Agribalyse,Beef,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,35.3
41458,Boeuf,Beef,rumsteck,rump steak,cru,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agribalyse,Boeuf,viandes crues","Agribalyse,Beef,viandes crues",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,27.8
41459,Boeuf,Beef,rumsteck,rump steak,grillé,grilled,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agribalyse,Boeuf,viandes cuites","Agribalyse,Beef,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,35.3
41468,Boeuf,Beef,steak ou bifteck,steak or beef steak,cru,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agribalyse,Boeuf,viandes crues","Agribalyse,Beef,viandes crues",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,27.8
41469,Boeuf,Beef,steak ou bifteck,steak or beef steak,grillé,grilled,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agribalyse,Boeuf,viandes cuites","Agribalyse,Beef,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,35.3
41470,Boeuf,Beef,tende de tranche,topside,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agribalyse,Boeuf,viandes crues","Agribalyse,Beef,viandes crues",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,27.8
41471,Boeuf,Beef,tende de tranche,topside,grillée/poêlée,grilled/pan-fried,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agribalyse,Boeuf,viandes cuites","Agribalyse,Beef,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Poêle,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Poêle,35.3
41472,Boeuf,Beef,tende de tranche,topside,rôtie/cuite au four,roasted/baked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes cuites","Agribalyse,Boeuf,viandes cuites","Agribalyse,Beef,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,35.3
39940,Boeuf aux carottes,Beef stew with carrots,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,Boeuf aux carottes,plats composés","Agribalyse,Beef stew with carrots,plats composés",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,21.9
39941,Boeuf bourguignon,Burgundy-style beef stew,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,Boeuf bourguignon,plats composés","Agribalyse,Burgundy-style beef stew,plats composés",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,23.9
41473,Bogue,Bogue,crue,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus","Agribalyse,Bogue,poissons crus","Agribalyse,Bogue,poissons crus",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,1.51
39796,Boisson à base d'avoine,Oat-based drink,nature,plain,,prepacked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,Boisson à base d'avoine,boissons sans alcool","Agribalyse,Oat-based drink,boissons sans alcool",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.2,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,0.536
39797,Boisson à base de riz,Rice-based drink,nature,plain,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,Boisson à base de riz,boissons sans alcool","Agribalyse,Rice-based drink,boissons sans alcool",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.6,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,0.373
39800,Boisson à l'amande,Almond drink not sweet,,not fortified,,prepacked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,Boisson à l'amande,boissons sans alcool","Agribalyse,boissons sans alcool,Almond drink not sweet",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.2,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,0.373
39801,Boisson à l'eau minérale ou de source,Bottled water,aromatisée,flavoured,non sucrée  avec édulcorants,without sugar and with artificial sweeteners,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson à l'eau minérale ou de source","Agribalyse,boissons sans alcool,Bottled water",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.387
39802,Boisson à l'eau minérale ou de source,Bottled water,aromatisée,flavoured,non sucrée  sans édulcorant,without sugar and artificial sweeteners,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson à l'eau minérale ou de source","Agribalyse,boissons sans alcool,Bottled water",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.387
39803,Boisson à l'eau minérale ou de source,Bottled water,aromatisée,flavoured,sucrée,w sugar,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson à l'eau minérale ou de source","Agribalyse,boissons sans alcool,Bottled water",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.387
39798,Boisson à la noix de coco,Coconut water,nature,,préemballée,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson à la noix de coco","Agribalyse,boissons sans alcool,Coconut water",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,1.12
39799,Boisson à la noix de coco,Coconut-based drink,nature,plain,préemballée,prepacked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson à la noix de coco","Agribalyse,boissons sans alcool,Coconut-based drink",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,0.853
39804,Boisson au jus de fruit et au lait,Fruit juice with milk,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,Boisson au jus de fruit et au lait,boissons sans alcool","Agribalyse,Fruit juice with milk,boissons sans alcool",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.942
39805,Boisson au soja,Soy drink,aromatisée,flavoured,sucrée,with sugar,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson au soja","Agribalyse,boissons sans alcool,Soy drink",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Réfrigéré chez le consommateur,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Réfrigéré chez le consommateur,0.443
39806,Boisson au soja,Soy drink,aromatisée,flavoured,sucrée  enrichie en calcium,"enriched in calcium, w sugar or fruit concentrate","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson au soja","Agribalyse,boissons sans alcool,Soy drink",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Réfrigéré chez le consommateur,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Réfrigéré chez le consommateur,0.443
39807,Boisson au soja,Soy drink,nature,plain,,prepacked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson au soja","Agribalyse,boissons sans alcool,Soy drink",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.2,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,0.436
39808,Boisson au soja,Soy drink,nature,plain,enrichie en calcium,fortified with calcium,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson au soja","Agribalyse,boissons sans alcool,Soy drink",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Réfrigéré chez le consommateur,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Réfrigéré chez le consommateur,0.443
39809,Boisson au thé,Still soft drink with tea extract,aromatisée,flavoured,non sucrée  avec édulcorants,without sugar and with artificial sweeteners,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson au thé","Agribalyse,boissons sans alcool,Still soft drink with tea extract",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.523
39810,Boisson au thé,Still soft drink with tea extract,aromatisée,flavoured,sucrée,with sugar,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson au thé","Agribalyse,boissons sans alcool,Still soft drink with tea extract",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.523
39811,Boisson au thé,Still soft drink with tea extract,aromatisée,with sugar and artificial sweetener(s),sucrée avec édulcorants,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson au thé","Agribalyse,boissons sans alcool,Still soft drink with tea extract",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.523
39755,Boisson aux fruits pour bébé dès 4/6mois,Fruit-based beverage for baby from 4/6 months,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Laits et boissons infantiles","Agribalyse,Boisson aux fruits pour bébé dès 4/6mois,laits et boissons infantiles","Agribalyse,Fruit-based beverage for baby from 4/6 months,laits et boissons infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : HPDE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : HPDE - Préparation : Pas de préparation,0.881
39813,Boisson cacaotée ou au chocolat,Instant cocoa or chocolate beverage,instantanée,with sugar,"sucrée,  prête à boire (reconstituée avec du lait demi-écrémé standard)",ready-to-drink (reconstituted with standard semi-skimmed milk),"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson cacaotée ou au chocolat","Agribalyse,boissons sans alcool,Instant cocoa or chocolate beverage",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : HPDE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : HPDE - Préparation : Pas de préparation,1.48
39812,Boisson cacaotée ou au chocolat,Instant cocoa or chocolate beverage,instantanée,with sugar,"sucrée, enrichie en vitamines  prête à boire (reconstituée avec du lait demi-écrémé standard)","fortified with vitamins and chemical elements, ready-to-drink (reconstituted with standard semi-skim","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons sans alcool","Agribalyse,boissons sans alcool,Boisson cacaotée ou au chocolat","Agribalyse,boissons sans alcool,Instant cocoa or chocolate beverage",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.1,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : PET - Préparation : Pas de préparation,1.47
